source,title,company,salary,salary_num,skills,location,date,experience_level,category
Habr Career,Senior DevOps Engineer (Openstack),Not specified,NegotiableПохожие специалисты получают 149 000 - 347 000 RUB,1656.0,OpenstackGitLabLinuxAnsiblePythonCI/CD,,,Senior,DevOps & Cloud
Habr Career,Data Analyst (finance),Not specified,NegotiableПохожие специалисты получают 155 000 - 209 000 RUB,1722.0,SQLPythonМатематическая статистикаPowerBIMicrosoft ExcelАнализ данныхВизуализация,,,Middle,Data Science
Habr Career,Testing engineer / QA engineer (Virtualization),Not specified,NegotiableПохожие специалисты получают 120 000 - 170 000 RUB,1333.0,OpenstackLinuxPython,,,Middle,QA & Testing
Habr Career,Automation Test Team Lead (SDET),Not specified,NegotiableПохожие специалисты получают 144 000 - 203 000 RUB,1600.0,PythonPytestDockerGitTeamCity,,,Lead,Management
Habr Career,Development Team Leader / TechLead,Not specified,NegotiableПохожие специалисты получают 410 000 - 577 000 RUB,4556.0,PythonGolang,,,Lead,Management
Habr Career,DevOps engineer,Not specified,от 50 000 RUB,50000.0,GitDockerLinuxKubernetesCI/CDGitHub ActionsNginxPythonBashGrafana,,,Middle,DevOps & Cloud
Habr Career,Information security specialist (testing),Not specified,Negotiable,,C#C++CPythonJavaLinux,,,Middle,Security
Habr Career,Network engineer (ethernet switches),Not specified,Negotiable,,Администрирование сетейАдминистрирование оборудования CiscoСетевые технологииCisco CCNACCNACisco CCNPLinuxPythonBash,,,Middle,System Admin
Habr Career,SRE Engineer,Not specified,Negotiable,,LinuxZabbixPrometheusPythonBashPowershellSplunkELK StackGrafanaSQL,,,Middle,DevOps & Cloud
Habr Career,Product Manager,Not specified,NegotiableПохожие специалисты получают 218 000 - 400 000 RUB,2422.0,SQLPythonAgile,,,Middle,Management
Habr Career,Network Security Analyst,Not specified,NegotiableПохожие специалисты получают 55 000 - 149 000 RUB,55000.0,OSPFНастройка VPNSQLPythonBGPPowershell,,,Middle,Security
Habr Career,Network Engineer,Not specified,от 175 000 до 200 000 RUB,1944.0,ZabbixDockerVMwarePythonMikrotik,,,Middle,System Admin
Habr Career,Expert in the area of ​​assessing compliance with information security requirements (compliance),Not specified,Negotiable,,LinuxSDL/SDLCPythonSplunk,,,Middle,Security
Habr Career,Senior Developer / Right Hand to CTO,Not specified,от 2500 до 3500 $,2500.0,Английский языкРешение проблемУправление проектамиАвтоматизация процессовРазработка решений по интеграцииDockerPythonJavaScriptPHPAgentic systems,,,Senior,Management
Habr Career,Dev Team Lead/ Tech Lead/ Technical Director,Not specified,от 500 000 до 1 000 000 RUB,5556.0,PythonTypeScriptNode.jsNext.jsReactPostgreSQLKubernetesDockerMongoDBGraphQL,,,Lead,Management
Habr Career,Java developer for the Yandex 360 B2B platform team,Not specified,NegotiableПохожие специалисты получают 320 000 - 430 000 RUB,3556.0,JavaPostgreSQL,,,Middle,Backend
Habr Career,DevSecOps engineer (DevOps),Not specified,NegotiableПохожие специалисты получают 115 000 - 262 000 RUB,1278.0,Linux,,,Middle,DevOps & Cloud
Habr Career,"Fullstack developer (Go, Java, React)",Not specified,NegotiableПохожие специалисты получают 260 000 - 400 000 RUB,2889.0,ReactGolangJava,,,Middle,Frontend
Habr Career,Team lead of the network department,Not specified,NegotiableПохожие специалисты получают 236 000 - 427 000 RUB,2622.0,Защита от DDOSРазработка систем защиты информации,,,Lead,Management
Habr Career,QA Automation / SDET [TypeScript],Not specified,NegotiableПохожие специалисты получают 249 000 - 401 000 RUB,2767.0,TypeScriptPlaywrightCI/CDDockerSQL,,,Middle,Frontend
Habr Career,C# (.NET) Developer,Not specified,Negotiable,,Microsoft SQLООПEntity frameworkRabbitMQ.NETASP.NETPostgreSQLApache Kafka.NET Core,,,Middle,Backend
Habr Career,Trainee java developer,Not specified,NegotiableПохожие специалисты получают 36 000 - 77 000 RUB,36000.0,JavaJava Spring Framework,,,Junior,Backend
Habr Career,Java developer,Not specified,NegotiableПохожие специалисты получают 73 000 - 130 000 RUB,73000.0,JavaJava Spring FrameworkSpring BootApache KafkaPostgreSQLDockerKubernetes,,,Middle,Backend
Habr Career,QA Engineer (Next.js + NestJS),Not specified,от 200 000 RUB,2222.0,NestJSNext.jsRESTCI/CDDockerPostgreSQLPlaywrightGitLabАвтоматизация тестированияTypeScript,,,Middle,QA & Testing
Habr Career,Middle/Middle+ SRE Engineer (Far East),Not specified,NegotiableПохожие специалисты получают 167 000 - 333 000 RUB,1856.0,PowershellPythonJenkinsKubernetesCI/CDZabbixGrafanaELK Stack,,,Middle,DevOps & Cloud
Habr Career,Data Analyst (Internal Control),Not specified,NegotiableПохожие специалисты получают 276 000 - 382 000 RUB,3067.0,PythonSQLPostgreSQLClickHouseApache SupersetGreenplumMetabaseDWH,,,Junior,Data Science
Habr Career,C++ developer in the pedestrian and transport navigation group,Not specified,Negotiable,,C++Python,,,Middle,Backend
Habr Career,ML Engineer (NLP),Not specified,NegotiableПохожие специалисты получают 326 000 - 521 000 RUB,3622.0,NLPDockerRApache HadoopApache AirflowPrometheusSQLPython,,,Middle,Data Science
Habr Career,Test engineer / QA engineer (Linux),Not specified,NegotiableПохожие специалисты получают 120 000 - 170 000 RUB,1333.0,LinuxPythonPerlВиртуализация,,,Middle,QA & Testing
Habr Career,Backend Developer (Laravel),Not specified,Negotiable,,LaravelClickHouseAWSGolang,,,Middle,Backend
Habr Career,QA - FullStack (TypeScript + Playwright),Not specified,Negotiable,,TypeScriptPlaywright,,,Middle,Frontend
Habr Career,"Backend Developer (PHP, Yii2)",Not specified,от 150 000 RUB,1667.0,PHPRedisPostgreSQLLinuxRabbitMQDocker,,,Middle,Backend
Habr Career,Senior/Lead Frontend Developer (React),Not specified,NegotiableПохожие специалисты получают 333 000 - 493 000 RUB,3700.0,ReactTypeScriptWebpackMobXВеб-разработкаNode.jsКроссбраузерная версткаАдаптивная версткаRedux,,,Senior,Frontend
Habr Career,QA Engineer Mobile fullstack (Java),Not specified,NegotiableПохожие специалисты получают 219 000 - 337 000 RUB,2433.0,JavaPostgreSQLApache KafkaSOAPSelenideSeleniumТестирование APIAppiumREST Assured,,,Middle,QA & Testing
Habr Career,Java test engineer,Not specified,Negotiable,,Java,,,Middle,QA & Testing
Habr Career,Android Developer (Platform Team),Not specified,NegotiableПохожие специалисты получают 229 000 - 331 000 RUB,2544.0,Разработка мобильных приложенийKotlinCoroutinesFlowAndroid SDKCI/CD,,,Middle,Mobile
Habr Career,Lead React,Not specified,Negotiable,,ReactReduxTypeScript,,,Lead,Frontend
Habr Career,Backend PHP programmer on yii2 (Middle),Not specified,от 70 000 до 90 000 RUB,70000.0,MySQLGitJavaScriptSQLVue.jsPHP,,,Middle,Backend
Habr Career,Fullstack developer (PHP),Not specified,NegotiableПохожие специалисты получают 170 000 - 296 000 RUB,1889.0,GitMySQLJavaScriptSQLSymfonyPHPJQuery,,,Middle,Backend
Habr Career,Team lead of the automated testing team (JS Playwright),Not specified,Negotiable,,TypeScriptJavaScriptPlaywright,,,Lead,Management
Habr Career,Linux Nginx/Apache administrator,Not specified,Negotiable,,VMwareLinuxMySQLKubernetesApacheNginxВысоконагруженные системы,,,Middle,System Admin
Habr Career,Android video technology developer,Not specified,Negotiable,,Android SDKKotlinDagger 2Разработка мобильных приложенийРазработка под AndroidCoroutines,,,Middle,Mobile
Habr Career,Project Manager / AI Manager Implementation Specialist (remotely),Not specified,от 70 000 до 150 000 RUB,70000.0,LLMСоздание чат-ботовСоздание telegram-ботовЛидогенерацияB2BB2CВнедрение CRMАнализ данныхMicrosoft Excel,,,Middle,Management
Habr Career,PHP and Node.js developer,Not specified,от 1000 до 2500 $,1000.0,MySQLPHPNode.jsNoSQLGitООПREST,,,Middle,Backend
Habr Career,Android developer / Kotlin developer,Not specified,от 120 000 до 180 000 RUB,1333.0,KotlinGitJavaAndroid studioAndroid SDKCoroutinesCI/CDJetpack ComposeXMLSOLID,,,Middle,Backend
Habr Career,"Team Lead Go (Golang, infrastructure management and PKI products (TLS/GOST)",Not specified,от 450 000 до 600 000 RUB,5000.0,GolangPostgreSQLKubernetesClickHouseApache KafkaRabbitMQTCPDNSLinux,,,Lead,Backend
Habr Career,DevOps,Not specified,NegotiableПохожие специалисты получают 308 000 - 354 000 RUB,3422.0,GitLabDevOpsOpenstackTerraformAnsibleCucumberAllure,,,Middle,DevOps & Cloud
Habr Career,Frontend developer in Angular,Not specified,NegotiableПохожие специалисты получают 150 000 - 272 000 RUB,1667.0,AngularTypeScriptHTMLCSSRESTИнформационная архитектураWebSocketsOpenIDXML,,,Middle,Frontend
Habr Career,Ruby Developer,Not specified,от 200 000 RUB,2222.0,RubyRuby on RailsPostgreSQLGitNoSQLGolangKubernetes,,,Middle,Backend
Habr Career,"Fullstack developer (PHP, vue.js)",Not specified,NegotiableПохожие специалисты получают 126 000 - 160 000 RUB,1400.0,PHPHTMLSQLLinuxDockerNginx,,,Middle,Backend
Habr Career,"Backend Developer (PHP, Laravel)",Not specified,Negotiable,,Laravel,,,Middle,Backend
Habr Career,QA engineer (Linux),Not specified,NegotiableПохожие специалисты получают 190 000 - 268 000 RUB,2111.0,LinuxRESTSQL,,,Middle,QA & Testing
Habr Career,Node.js Developer,Not specified,NegotiableПохожие специалисты получают 151 000 - 267 000 RUB,1678.0,Node.jsTypeScriptJavaScriptMongoDBApache KafkaClickHouseElasticsearch,,,Middle,Backend
Habr Career,Project-manager IT (project manager),Not specified,от 100 000 до 180 000 RUB,100000.0,Битрикс24,,,Middle,Management
Habr Career,Senior C++ developer at Yandex Browser,Not specified,NegotiableПохожие специалисты получают 268 000 - 385 000 RUB,2978.0,C++Алгоритмы и структуры данныхLinuxC++ stlБиблиотека стандартных шаблоновРазработка программного обеспеченияОптимизация кодаGitTeamCityКроссбраузерное тестирование,,,Senior,Backend
Habr Career,Senior Computer Vision Engineer,Not specified,NegotiableПохожие специалисты получают 259 000 - 415 000 RUB,2878.0,FPGAOpenCVC++C,,,Senior,Data Science
Habr Career,QA Engineer Fullstack (Java/Kotlin),Not specified,NegotiableПохожие специалисты получают 130 000 - 233 000 RUB,1444.0,JavaKotlinJunitTestNGREST AssuredSelenideSeleniumSQL,,,Middle,Backend
Habr Career,QA Automation Engineer (JavaScript/TypeScript),Not specified,NegotiableПохожие специалисты получают 153 000 - 300 000 RUB,1700.0,Node.jsRESTJavaScriptМодульное тестированиеHTTPJSON,,,Middle,Frontend
Habr Career,Golang developer,Not specified,NegotiableПохожие специалисты получают 340 000 - 450 000 RUB,3778.0,Golang,,,Middle,Backend
Habr Career,Senior DevOps engineer for a bank project (document recognition system),Not specified,Negotiable,,DockerPostgreSQLБазы данныхMySQLLinuxВысоконагруженные системы,,,Senior,DevOps & Cloud
Habr Career,Information Systems Security Analyst,Not specified,Negotiable,,Информационная безопасностьАнализ вредоносных программOWASP,,,Middle,Security
Habr Career,Linux System Analyst,Not specified,NegotiableПохожие специалисты получают 172 000 - 312 000 RUB,1911.0,GitLinuxUMLBPMN,,,Middle,System Admin
Habr Career,Test Engineer (Astra Linux OS),Not specified,NegotiableПохожие специалисты получают 80 000 - 200 000 RUB,80000.0,LinuxBashРучное тестирование,,,Middle,QA & Testing
Habr Career,Infrastructure security analysis engineer (penetration testing),Not specified,Negotiable,,PCI DSSТестирование на проникновениеOWASP,,,Middle,Security
Habr Career,"SRE/DevOps engineer (highload, bare metal)",Not specified,от 350 000 RUB,3889.0,LinuxВысоконагруженные системыCI/CD,,,Middle,DevOps & Cloud
Habr Career,Golang Developer,Not specified,от 200 000 до 300 000 RUB,2222.0,GolangMongoDBClickHousePostgreSQLApache KafkaKubernetes,,,Middle,Backend
Habr Career,Duty Network Engineer (L2),Not specified,NegotiableПохожие специалисты получают 84 000 - 130 000 RUB,84000.0,SQL,,,Middle,System Admin
Habr Career,System Administrator (DNS/Linux),Not specified,NegotiableПохожие специалисты получают 104 000 - 147 000 RUB,1156.0,LinuxDNSСистемное администрированиеАдминистрирование LinuxActive directory,,,Middle,System Admin
Habr Career,Linux systems engineer,Not specified,NegotiableПохожие специалисты получают 242 000 - 397 000 RUB,2689.0,Системы виртуализацииUnixАдминистрирование LinuxBash,,,Middle,System Admin
Habr Career,Unix System Administrator,Not specified,Negotiable,,LinuxUnixАдминистрирование LinuxСистемы виртуализации,,,Middle,System Admin
Habr Career,Information Security Systems Administrator (SIEM),Not specified,NegotiableПохожие специалисты получают 126 000 - 182 000 RUB,1400.0,SplunkELK StackSQLBashВысоконагруженные системыDockerApache KafkaClickHouseRabbitMQ,,,Middle,Security
Habr Career,SRE engineer,Not specified,Negotiable,,AnsibleDockerPrometheusNginx,,,Middle,DevOps & Cloud
Habr Career,Application Security Engineer (Cybersecurity),Not specified,NegotiableПохожие специалисты получают 237 000 - 319 000 RUB,2633.0,Информационная безопасность,,,Middle,Security
Habr Career,NET/C# developer with OpenText xECM experience,Not specified,NegotiableПохожие специалисты получают 181 000 - 267 000 RUB,2011.0,C#.NET,,,Middle,Backend
Habr Career,vsphere NSX System Administrator,Not specified,NegotiableПохожие специалисты получают 175 000 - 250 000 RUB,1944.0,Vmware vSphereVMware,,,Middle,System Admin
Habr Career,SRE Technical Leader,Not specified,NegotiableПохожие специалисты получают 315 000 - 516 000 RUB,3500.0,SQL,,,Lead,DevOps & Cloud
Habr Career,"System administrator (Middle, office in Yoshkar-Ola)",Not specified,Negotiable,,MySQLAsteriskActive directoryDNSСистемное администрированиеАдминистрирование WindowsАдминистрирование LinuxАдминистрирование сетейHyper-VZabbix,,,Middle,System Admin
Habr Career,Team Lead PHP,Not specified,NegotiableПохожие специалисты получают 303 000 - 482 000 RUB,3367.0,PHPБазы данныхMySQLSymfonyУправление людьмиПостроение команды,,,Lead,Backend
Habr Career,C/C++ Developer,Not specified,NegotiableПохожие специалисты получают 57 000 - 117 000 RUB,57000.0,LinuxCC++,,,Middle,Backend
Habr Career,SOC Analyst for Cyber ​​Threat Intelligence,Not specified,NegotiableПохожие специалисты получают 129 000 - 220 000 RUB,1433.0,Информационная безопасность,,,Middle,Security
Habr Career,DevOps engineer [Kubernetes],Not specified,NegotiableПохожие специалисты получают 326 000 - 406 000 RUB,3622.0,KubernetesTerraformAnsibleLinuxDockerCI/CDAWSGoogle Cloud Platform,,,Middle,DevOps & Cloud
Habr Career,Security analyst (hardware security),Not specified,NegotiableПохожие специалисты получают 149 000 - 300 000 RUB,1656.0,Информационная безопасность,,,Middle,Security
Habr Career,Android developer,Not specified,NegotiableПохожие специалисты получают 200 000 - 300 000 RUB,2222.0,Разработка под AndroidKotlin,,,Middle,Mobile
